timestamp,field,value
1759877110.0574586,alt_ellipsoid,100
1759877110.0574586,h_acc,300
1759877110.0574586,v_acc,300
1759877110.0574586,vel_acc,0
1759877110.0574586,hdg_acc,0
1759877110.0574586,yaw,0
1759877110.2556822,time_usec,59763000
1759877110.2556822,fix_type,6
1759877110.2556822,lat,-353633245
1759877110.2556822,lon,1491652241
1759877110.2556822,alt,100
1759877110.2556822,eph,121
1759877110.2556822,epv,200
1759877110.2556822,vel,0
1759877110.2556822,cog,0
1759877110.2556822,satellites_visible,10
1759877110.2556822,alt_ellipsoid,100
1759877110.2556822,h_acc,300
1759877110.2556822,v_acc,300
1759877110.2556822,vel_acc,0
1759877110.2556822,hdg_acc,0
1759877110.2556822,yaw,0
1759877110.4540062,time_usec,59963000
1759877110.4540062,fix_type,6
1759877110.4540062,lat,-353633245
1759877110.4540062,lon,1491652241
1759877110.4540062,alt,100
1759877110.4540062,eph,121
1759877110.4540062,epv,200
1759877110.4540062,vel,0
1759877110.4540062,cog,0
1759877110.4540062,satellites_visible,10
1759877110.4540062,alt_ellipsoid,100
1759877110.4540062,h_acc,300
1759877110.4540062,v_acc,300
1759877110.4540062,vel_acc,0
1759877110.4540062,hdg_acc,0
1759877110.4540062,yaw,0
1759877110.6523335,time_usec,60163000
1759877110.6523335,fix_type,6
1759877110.6523335,lat,-353633245
1759877110.6523335,lon,1491652241
1759877110.6523335,alt,100
1759877110.6523335,eph,121
1759877110.6523335,epv,200
1759877110.6523335,vel,0
1759877110.6523335,cog,0
1759877110.6523335,satellites_visible,10
1759877110.6523335,alt_ellipsoid,100
1759877110.6523335,h_acc,300
1759877110.6523335,v_acc,300
1759877110.6523335,vel_acc,0
1759877110.6523335,hdg_acc,0
1759877110.6523335,yaw,0
1759877110.8563762,time_usec,60363000
1759877110.8563762,fix_type,6
1759877110.8563762,lat,-353633245
1759877110.8563762,lon,1491652241
1759877110.8563762,alt,100
1759877110.8563762,eph,121
1759877110.8563762,epv,200
1759877110.8563762,vel,0
1759877110.8563762,cog,0
1759877110.8563762,satellites_visible,10
1759877110.8563762,alt_ellipsoid,100
1759877110.8563762,h_acc,300
1759877110.8563762,v_acc,300
1759877110.8563762,vel_acc,0
1759877110.8563762,hdg_acc,0
1759877110.8563762,yaw,0
1759877111.0545993,time_usec,60563000
1759877111.0545993,fix_type,6
1759877111.0545993,lat,-353633245
1759877111.0545993,lon,1491652241
1759877111.0545993,alt,100
1759877111.0545993,eph,121
1759877111.0545993,epv,200
1759877111.0545993,vel,0
1759877111.0545993,cog,0
1759877111.0545993,satellites_visible,10
1759877111.0545993,alt_ellipsoid,100
1759877111.0545993,h_acc,300
1759877111.0545993,v_acc,300
1759877111.0545993,vel_acc,0
1759877111.0545993,hdg_acc,0
1759877111.0545993,yaw,0
1759877111.2529488,time_usec,60763000
1759877111.2529488,fix_type,6
1759877111.2529488,lat,-353633245
1759877111.2529488,lon,1491652241
1759877111.2529488,alt,100
1759877111.2529488,eph,121
1759877111.2529488,epv,200
1759877111.2529488,vel,0
1759877111.2529488,cog,0
1759877111.2529488,satellites_visible,10
1759877111.2529488,alt_ellipsoid,100
1759877111.2529488,h_acc,300
1759877111.2529488,v_acc,300
1759877111.2529488,vel_acc,0
1759877111.2529488,hdg_acc,0
1759877111.2529488,yaw,0
1759877111.45695,time_usec,60963000
1759877111.45695,fix_type,6
1759877111.45695,lat,-353633245
1759877111.45695,lon,1491652241
1759877111.45695,alt,100
1759877111.45695,eph,121
1759877111.45695,epv,200
1759877111.45695,vel,0
1759877111.45695,cog,0
1759877111.45695,satellites_visible,10
1759877111.45695,alt_ellipsoid,100
1759877111.45695,h_acc,300
1759877111.45695,v_acc,300
1759877111.45695,vel_acc,0
1759877111.45695,hdg_acc,0
1759877111.45695,yaw,0
1759877111.6552594,time_usec,61163000
1759877111.6552594,fix_type,6
1759877111.6552594,lat,-353633245
1759877111.6552594,lon,1491652241
1759877111.6552594,alt,100
1759877111.6552594,eph,121
1759877111.6552594,epv,200
1759877111.6552594,vel,0
1759877111.6552594,cog,0
1759877111.6552594,satellites_visible,10
1759877111.6552594,alt_ellipsoid,100
1759877111.6552594,h_acc,300
1759877111.6552594,v_acc,300
1759877111.6552594,vel_acc,0
1759877111.6552594,hdg_acc,0
1759877111.6552594,yaw,0
1759877111.8535664,time_usec,61363000
1759877111.8535664,fix_type,6
1759877111.8535664,lat,-353633245
1759877111.8535664,lon,1491652241
1759877111.8535664,alt,100
1759877111.8535664,eph,121
1759877111.8535664,epv,200
1759877111.8535664,vel,0
1759877111.8535664,cog,0
1759877111.8535664,satellites_visible,10
1759877111.8535664,alt_ellipsoid,100
1759877111.8535664,h_acc,300
1759877111.8535664,v_acc,300
1759877111.8535664,vel_acc,0
1759877111.8535664,hdg_acc,0
1759877111.8535664,yaw,0
1759877112.0575032,time_usec,61563000
1759877112.0575032,fix_type,6
1759877112.0575032,lat,-353633245
1759877112.0575032,lon,1491652241
1759877112.0575032,alt,100
1759877112.0575032,eph,121
1759877112.0575032,epv,200
1759877112.0575032,vel,0
1759877112.0575032,cog,0
1759877112.0575032,satellites_visible,10
1759877112.0575032,alt_ellipsoid,100
1759877112.0575032,h_acc,300
1759877112.0575032,v_acc,300
1759877112.0575032,vel_acc,0
1759877112.0575032,hdg_acc,0
1759877112.0575032,yaw,0
1759877112.2559073,time_usec,61763000
1759877112.2559073,fix_type,6
1759877112.2559073,lat,-353633245
1759877112.2559073,lon,1491652241
1759877112.2559073,alt,100
1759877112.2559073,eph,121
1759877112.2559073,epv,200
1759877112.2559073,vel,0
1759877112.2559073,cog,0
1759877112.2559073,satellites_visible,10
1759877112.2559073,alt_ellipsoid,100
1759877112.2559073,h_acc,300
1759877112.2559073,v_acc,300
1759877112.2559073,vel_acc,0
1759877112.2559073,hdg_acc,0
1759877112.2559073,yaw,0
1759877112.4542212,time_usec,61963000
1759877112.4542212,fix_type,6
1759877112.4542212,lat,-353633245
1759877112.4542212,lon,1491652241
